sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.364.fa	1048891	1.0	0.9954303844366443	3718474	3718474	3735544.0	1.0	0.8448275862068966	49	49	58.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.264.fa	1035987	1.0	0.9954169483241462	2020350	2020350	2029652.0	1.0	0.8717948717948718	34	34	39.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.4.fa	1036719	1.0	0.9952682684733992	6585718	6585718	6617028.0	1.0	0.918918918918919	68	68	74.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.283.fa	1220_L	0.20450942127758318	0.9951845953245786	52248434	10685297	10737000.0	0.19747899159663865	0.706766917293233	476	94	133.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.215.fa	1030791	0.582328868476303	0.9951453978873412	7293104	4246985	4267703.0	0.40625	0.7647058823529411	32	13	17.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.128.fa	1030725	1.0	0.9950551492047764	3358337	3358337	3375026.0	1.0	0.8888888888888888	16	16	18.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.236.fa	1036623	1.0	0.9949281471975169	2133508	2133508	2144384.0	1.0	0.8518518518518519	23	23	27.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.27.fa	1036770	0.9852089731772297	0.9947486108935713	2333577	2299061	2311198.0	0.898876404494382	0.9090909090909091	89	80	88.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.104.fa	1036797	1.0	0.9945392846344299	4361558	4361558	4385506.0	1.0	0.7777777777777778	14	14	18.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.358.fa	1365_E	0.2249662651857628	0.9944484686362923	23055559	5186723	5215678.0	0.1912568306010929	0.603448275862069	183	35	58.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.109.fa	1220_AS	0.39324882298698416	0.9941133914399061	6590199	2591588	2606934.0	0.11538461538461539	0.25	26	3	12.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.6.fa	1287_D	1.0	0.9940852381229922	4349277	4349277	4375155.0	1.0	0.5510204081632653	27	27	49.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.94.fa	1048576	1.0	0.9940775639215719	2894060	2894060	2911302.0	1.0	0.9078947368421053	69	69	76.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.296.fa	1048777	1.0	0.9940488761426994	6952017	6952017	6993637.0	1.0	0.7647058823529411	13	13	17.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.46.fa	1139_AR	0.9772629992432029	0.9939797230924499	4684215	4577710	4605436.0	0.926829268292683	0.6440677966101694	41	38	59.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.301.fa	1035990	0.9987426200734003	0.9939139639266915	5796975	5789686	5825138.0	0.9428571428571428	0.825	35	33	40.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.108.fa	1286_CF	1.0	0.9936276116558421	4019643	4019643	4045422.0	1.0	0.5833333333333334	14	14	24.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.185.fa	1049029	0.9214857219446039	0.9935091296021381	4342293	4001361	4027503.0	0.3142857142857143	0.8461538461538461	35	11	13.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.378.fa	1036659	0.9778514370324228	0.9933966359187184	5637973	5513100	5549747.0	0.8227848101265823	0.9154929577464789	79	65	71.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.43.fa	1036578	0.9974396151752984	0.9933593404513017	2724981	2718004	2736174.0	0.9696969696969697	0.8648648648648649	33	32	37.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.167.fa	1220_N	0.9760608306818699	0.9930014281910651	3736930	3647471	3673178.0	0.5	0.38461538461538464	10	5	13.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.243.fa	1139_AY	0.4844625431755724	0.9928485987915362	12001578	5814315	5856195.0	0.296875	0.7037037037037037	64	19	27.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.287.fa	1053019	0.19360463742294282	0.9924554216977686	39225579	7594254	7651985.0	0.2553191489361702	0.7142857142857143	235	60	84.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.62.fa	1030893	1.0	0.9923153702849135	2902969	2902969	2925450.0	1.0	0.7777777777777778	7	7	9.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.280.fa	1139_AH	0.22430545278424302	0.9921302866282373	24900215	5585254	5629557.0	0.1278409090909091	0.5113636363636364	352	45	88.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.144.fa	1035975	1.0	0.9921095035726436	6234557	6234557	6284142.0	1.0	0.7230769230769231	47	47	65.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.348.fa	1030965	1.0	0.992070335921011	4727234	4727234	4765019.0	1.0	0.84375	54	54	64.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.113.fa	1021_BF	0.3971499286868967	0.9920099160443336	15166217	6023262	6071776.0	0.375	0.47058823529411764	64	24	51.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.21.fa	1048948	1.0	0.9917383228823907	3833743	3833743	3865680.0	1.0	0.8095238095238095	51	51	63.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.130.fa	1139_BG	0.9788661706280214	0.9912959444794462	5837986	5714607	5764784.0	0.8648648648648649	0.5517241379310345	37	32	58.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.335.fa	1048894	0.5305496203243953	0.9911693274776732	9859206	5230798	5277401.0	0.6666666666666666	0.7555555555555555	51	34	45.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.275.fa	1049080	1.0	0.9906839895696029	6054055	6054055	6110985.0	1.0	0.6551724137931034	19	19	29.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.272.fa	1036677	1.0	0.9905078588070982	3165884	3165884	3196223.0	1.0	0.6923076923076923	27	27	39.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.51.fa	1285_BT	0.9997049162881372	0.9903561755172222	5168025	5166500	5216810.0	0.95	0.5	20	19	38.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.252.fa	1220_I	0.11277020006025998	0.9900328711719257	59093945	6664036	6731126.0	0.09657320872274143	0.6526315789473685	642	62	95.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.391.fa	1139_BO	0.06357871126037254	0.9899531513832431	78114103	4966394	5016797.0	0.03367633302151544	0.6545454545454545	1069	36	55.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.50.fa	1220_BU	0.3511983571210051	0.9898165550758674	25597503	8989801	9082290.0	0.39819004524886875	0.4656084656084656	221	88	189.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.248.fa	1220_H	0.27452833695104256	0.9895906530362935	24402643	6699217	6769685.0	0.34893617021276596	0.6833333333333333	235	82	120.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.339.fa	1035999	1.0	0.9891182755308651	1801128	1801128	1820943.0	1.0	0.7741935483870968	48	48	62.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.396.fa	1285_CO	0.5777783449820177	0.9888164675897653	8149132	4708392	4761644.0	0.07085561497326204	0.803030303030303	748	53	66.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.178.fa	1048999	0.999803302127677	0.9886004911884066	7844518	7842975	7933412.0	0.9	0.8181818181818182	10	9	11.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.175.fa	1049053	1.0	0.9883700219000567	4772145	4772145	4828298.0	1.0	0.7333333333333333	22	22	30.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.33.fa	1048990	1.0	0.9881582776476078	3235998	3235998	3274777.0	1.0	0.5	11	11	22.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.325.fa	1286_CK	0.9958425788395506	0.9875848101424257	5070932	5049850	5113333.0	0.8064516129032258	0.4716981132075472	31	25	53.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.225.fa	1049008	0.34233288252559113	0.9871723950172473	14934674	5112630	5179065.0	0.38392857142857145	0.7678571428571429	112	43	56.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.302.fa	1036761	0.9996068991375311	0.9868583049190395	3909938	3908401	3960448.0	0.9714285714285714	0.8095238095238095	35	34	42.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.196.fa	1036008	1.0	0.9867872653079841	3461704	3461704	3508055.0	1.0	0.8076923076923077	42	42	52.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.147.fa	1048864	0.5114178314202493	0.9859130857056818	15633135	7995064	8109299.0	0.7608695652173914	0.8974358974358975	46	35	39.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.222.fa	1287_CM	0.10056264755689918	0.9859069886705368	62398387	6274947	6364644.0	0.03891891891891892	0.5373134328358209	925	36	67.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.53.fa	1036698	1.0	0.9857768842646074	3371561	3371561	3420207.0	1.0	0.864406779661017	51	51	59.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.169.fa	1287_AL	0.2031085693602047	0.9857620832728565	23273021	4726950	4795224.0	0.23026315789473684	0.4666666666666667	152	35	75.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.262.fa	1030713	1.0	0.985277452247768	2446572	2446572	2483130.0	1.0	0.8	16	16	20.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.142.fa	1286_CO	0.5635749984854328	0.9852383899486884	7807511	4400118	4466044.0	0.8225806451612904	0.75	62	51	68.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.219.fa	1030824	0.5364798497668063	0.9849895924624928	3881965	2082596	2114333.0	0.7364341085271318	0.9134615384615384	129	95	104.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.129.fa	1285_G	0.9385536990084414	0.9849209041482141	5057896	4747107	4819785.0	0.7450980392156863	0.6229508196721312	51	38	61.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.355.fa	1010920	0.9683041003961418	0.9847457080886641	4607189	4461160	4530266.0	0.8317757009345794	0.8165137614678899	107	89	109.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.174.fa	1049047	0.9972550419873368	0.9845756477541773	3136660	3128050	3177054.0	0.8	0.42857142857142855	15	12	28.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.107.fa	1287_CG	0.9915278121314504	0.984170069894144	6553561	6498038	6602556.0	0.9811320754716981	0.5777777777777777	53	52	90.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.214.fa	evo_1048963.008	0.3061978241875001	0.9840848631961157	16619171	5088754	5171052.0	0.2871287128712871	0.8285714285714286	101	29	35.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.304.fa	1036002	0.9991273432133173	0.9837442734686473	4081788	4078226	4145616.0	0.9795918367346939	0.7741935483870968	49	48	62.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.168.fa	1220_AU	0.21386562104604398	0.9837072240125039	22533603	4819163	4898981.0	0.2361111111111111	0.53125	72	17	32.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.75.fa	1030764	1.0	0.9835107548097608	4638220	4638220	4715983.0	1.0	0.71875	23	23	32.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.176.fa	1049038	1.0	0.9833854519076617	3226468	3226468	3280980.0	1.0	0.5555555555555556	20	20	36.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.83.fa	1285_AN	0.9974918525899046	0.9832173584702106	4239384	4228751	4300932.0	0.65	0.48148148148148145	20	13	27.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.70.fa	1030821	1.0	0.9830245023623408	4037434	4037434	4107155.0	1.0	0.9130434782608695	63	63	69.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.320.fa	1048906	1.0	0.9826245694019803	4403689	4403689	4481558.0	1.0	0.7916666666666666	76	76	96.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.344.fa	1035897	1.0	0.9825961726225346	3220400	3220400	3277440.0	1.0	0.8866666666666667	133	133	150.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.350.fa	1036587	0.9925081772888358	0.982524892331841	3912666	3883353	3952422.0	0.8571428571428571	0.8076923076923077	49	42	52.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.230.fa	1365_B	0.9912012797072274	0.9824104026250701	3410155	3380150	3440670.0	0.7142857142857143	0.3333333333333333	14	10	30.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.235.fa	1048771	1.0	0.9815851440947214	3843377	3843377	3915480.0	1.0	0.46153846153846156	12	12	26.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.213.fa	1220_AZ	0.1944374162232976	0.9811759280733561	33551243	6523617	6648774.0	0.1778846153846154	0.3978494623655914	208	37	93.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.150.fa	1036758	0.998263476245239	0.9806594280232717	3959059	3952184	4030129.0	0.9836065573770492	0.7317073170731707	61	60	82.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.36.fa	1036656	1.0	0.9804480127341727	3343364	3343364	3410037.0	1.0	0.81	81	81	100.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.383.fa	1286_AB	0.2034451484148331	0.9802440614881298	23104665	4700532	4795267.0	0.04508856682769726	0.6666666666666666	621	28	42.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.164.fa	1365_G	1.0	0.980085300899945	3602034	3602034	3675225.0	1.0	0.72	18	18	25.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.152.fa	1049044	0.9812677947580657	0.9798761018959864	4839206	4748557	4846079.0	0.9253731343283582	0.6888888888888889	67	62	90.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.193.fa	1036575	1.0	0.9798076165916628	5487294	5487294	5600379.0	1.0	0.7631578947368421	29	29	38.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.332.fa	1049059	0.18828497701201874	0.9796721862396944	22418889	4221140	4308727.0	0.06846473029045644	0.7674418604651163	482	33	43.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.123.fa	1139_CL	0.9945039913236343	0.9790385629282969	4912656	4885656	4990259.0	0.8	0.3333333333333333	20	16	48.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.29.fa	1048954	0.9370080433113704	0.9790239730741472	4744066	4445228	4540469.0	0.8313253012048193	0.8023255813953488	83	69	86.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.370.fa	1035996	1.0	0.9787208044094768	3492206	3492206	3568133.0	1.0	0.7916666666666666	38	38	48.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.67.fa	1286_BT	0.1532224797489311	0.9780059072114553	20447933	3133083	3203542.0	0.08411214953271028	0.6428571428571429	107	9	14.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.303.fa	1287_BL	0.11648361517817599	0.977737661503619	36988318	4308533	4406635.0	0.049429657794676805	0.5909090909090909	263	13	22.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.309.fa	1035933	1.0	0.9777258915567343	2450931	2450931	2506767.0	1.0	0.6111111111111112	22	22	36.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.171.fa	1048936	0.9817171976133388	0.9775163448775853	6705099	6582511	6733914.0	0.9130434782608695	0.6176470588235294	23	21	34.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.382.fa	1220_Z	0.27673801876645915	0.9774691570890384	20690211	5725768	5857748.0	0.7297297297297297	0.7343096234309623	481	351	478.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.201.fa	1286_V	1.0	0.9773411090120274	5927135	5927135	6064551.0	1.0	0.4090909090909091	9	9	22.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.255.fa	1036602	1.0	0.9771795187055767	2455829	2455829	2513181.0	1.0	0.7714285714285715	27	27	35.0
pool	CAMI_high_GoldStandardAssembly.fasta.metabat-bins-_--minContig_1500_--minSamples_5_--numThreads_16_--superspecific.18.fa	1036632	1.0	0.9771518724134931	4100183	4100183	4196055.0	1.0	0.6	24	24	40.0
